,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
6999,kevin gates,adding up,0,125iOPT2gNyY5ki1FMcWkq,0.832,0.838,9,-2.713,1,0.313,0.349,0.0,0.27,0.528,134.966,206002,4
7000,gym class heroes,stereo hearts (feat. adam levine),0,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
7002,flo rida,wild ones (feat. sia),0,1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,4
7003,b.o.b,airplanes (feat. hayley williams),0,6lV2MSQmRIkycDScNtrBXO,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,180480,4
7008,the naked and famous,young blood,0,25nzKGDiua1lE9Qo5V19GL,0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600,4
7009,chiddy bang,opposite of adults,0,01oPNCtTniFT3YM4K3ksTf,0.674,0.899,9,-5.115,1,0.193,0.011,0.0,0.327,0.604,95.999,191600,4
7011,fun.,we are young (feat. janelle monáe),0,7a86XRg84qjasly9f6bPSD,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4
7012,zayn,pillowtalk,0,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4
7013,dnce,cake by the ocean,0,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.445,0,0.0517,0.153,0.0,0.0371,0.896,119.002,219147,4
7014,galantis,no money,0,0gb1J5UrTpzaU1s3nupgCd,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,4
7015,neiked,sexual,0,5fKBwqSTuCbnJlCOpeRa3o,0.797,0.567,2,-7.503,1,0.0651,0.0692,0.0,0.0705,0.843,108.024,188889,4
7016,anne-marie,alarm,0,0OwX5aROoW1Iip8FV51Efg,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,205593,4
7017,little mix,touch,0,6oG7bmUn7ws0qYEJ0eEbeG,0.607,0.718,4,-4.095,1,0.0978,0.032,0.0,0.403,0.551,101.821,213307,4
7019,dua lipa,be the one,0,1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,202915,4
7021,jess glynne,don't be so hard on yourself,0,6jF1nHIMESqft9p33tQYPn,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,211460,4
7023,nick jonas,jealous - remix,0,5NQJnRpJHRaupdegphntQT,0.684,0.71,11,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93.007,222187,4
7024,jason derulo,if it ain't love,0,5YHR8wBR5jXfGtP766NiAT,0.503,0.843,10,-4.991,0,0.316,0.0487,0.0,0.344,0.778,128.63,203105,4
7025,logan mize,better off gone,0,6IqUm14MgoKbwt6jdGBikH,0.672,0.622,5,-7.421,0,0.176,0.117,0.0,0.113,0.561,100.016,182084,4
7027,eric church,desperate man,0,3d1qN7AHge6BXuVPutcpI5,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,195147,4
7028,lee brice,rumor,0,56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
7029,rodney atkins,caught up in the country,0,2BgunkkepMPFpArQj1Dx5s,0.603,0.852,7,-5.166,1,0.0463,0.0137,0.0,0.513,0.655,124.091,160991,4
7030,old dominion,make it sweet,0,23vpjrt7G0ERE2L95dyxdI,0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.555,180.166,187000,4
7031,maren morris,rich,0,4H0vNUFcHPz5lytcLjwqkr,0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,208893,4
7032,luke combs,beautiful crazy,0,2rxQMGVafnNaRaXlRMWPde,0.552,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
7033,billy currington,bring it on over,0,446Jufq5oOCwOSXbkqq5yD,0.705,0.761,0,-4.579,1,0.0298,0.00385,0.0,0.186,0.819,99.986,182133,4
7034,cole swindell,break up in the end,0,5Z19ylxppfnfdP4JH0u8oj,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4
7035,morgan wallen,whiskey glasses,0,6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
7036,jordan davis,take it from me,0,3dCZm5HrG0jIXAHfNkg2H0,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4
7037,old dominion,hotel key,0,33471tzU1VghDg9zNgGRpz,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4
7038,thomas rhett,sixteen,0,3pJkBPHadRAxBBo484RipI,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
7039,james barker band,good together,0,6jqTb1OLC379SqjjIB0Ukg,0.636,0.825,0,-6.096,1,0.0278,0.000144,0.00265,0.112,0.584,112.993,199640,4
7040,blake shelton,turnin' me on,0,02Df1JGm5Sjh2GmRAl5ClR,0.628,0.708,11,-7.045,0,0.0287,0.309,1.32e-06,0.109,0.276,111.047,288573,4
7042,dan + shay,keeping score (feat. kelly clarkson),0,57KKY8gqUqqS3YXYotkxS5,0.567,0.622,4,-4.29,1,0.0317,0.225,0.0,0.138,0.336,135.97,220213,4
7043,lanco,born to love you,0,77a5Eu7lC3tG0Sukt2O91U,0.659,0.902,7,-6.192,1,0.0296,0.13,9.45e-05,0.0574,0.809,124.985,230013,4
7044,jake owen,down to the honkytonk,0,5g0XcG0apQTlO3X8r38vGf,0.634,0.808,3,-4.12,1,0.0516,0.19,0.0,0.0898,0.937,82.021,186867,4
7045,chris young,hangin' on,0,6CyJlVAEFlNdpggOLanytL,0.434,0.831,8,-4.774,1,0.0453,0.0651,0.0,0.119,0.596,156.034,185440,4
7046,florida georgia line,talk you out of it,0,4qQwGRtGT7l6ckQtdPEFd4,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4
7047,luke bryan,what makes you country,0,53yTYusPQJ1AApL1hi0Dnc,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4
7048,jason aldean,drowns the whiskey (feat. miranda lambert),0,2dwoqUYTy6SOy1dFqcTndC,0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,202067,4
7049,filmore,love that about you,0,2OE6UYA8bk6gX817olf79c,0.552,0.573,9,-6.585,1,0.0948,0.0463,0.0,0.105,0.525,182.14,157422,4
7050,luke combs,she got the best of me,0,698eQRku24PIYPQPHItKlA,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
7051,john gurney,home with her,0,2cxU72H3CkiHJKiJhOj1Rm,0.731,0.614,7,-7.525,0,0.0628,0.137,1.3e-05,0.151,0.508,80.025,179231,4
7052,chris lane,i don't know about you,0,3yOs8FffuG6hPbzQG9lIqV,0.593,0.81,1,-5.733,1,0.0625,0.602,0.0,0.119,0.712,144.011,207933,4
7053,tim mcgraw,neon church,0,4sm4HhZqRsUdWaW4QZdxg0,0.471,0.791,0,-4.817,1,0.0506,0.0836,0.0,0.0868,0.355,128.007,213399,4
7054,dierks bentley,burning man,0,4a1oIihVt6xSnDRpgX387M,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,238493,4
7055,filmore,slower,0,5EX2jXTTdUdNg8w4UWRgEG,0.687,0.75,11,-4.537,1,0.0965,0.107,3.05e-06,0.161,0.911,98.987,172534,4
7057,ryan hurd,to a t,0,64wjSAPLRnrjNByQCxnX3u,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,178813,4
7058,keith urban,never comin down,0,1QJvq84l7YcVCyIkGA602c,0.697,0.82,1,-4.275,1,0.0448,0.00928,0.000118,0.122,0.815,94.995,214096,4
7059,chase rice,eyes on you,0,5AnSllIrgGsCZzZJkVnApx,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
7060,jason aldean,girl like you,0,7K0lR5Ngf5jkOWt1g6ut6l,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4
7061,kelsea ballerini,miss me more,0,5NfJGBAL9mgFPRQxKJmiX2,0.643,0.72,2,-7.146,1,0.0527,0.014,0.0,0.0834,0.491,96.028,192840,4
7062,jimmie allen,best shot,0,3VamXAvVMczcS2PTYtPfBQ,0.629,0.464,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.051,195053,4
7063,walker hayes,90's country,0,4VVvKg5swvHf34JI7uwL2L,0.738,0.718,1,-5.777,0,0.0414,0.163,0.0,0.207,0.685,125.047,172133,4
7064,tim mcgraw,thought about you,0,1s3ADRSddQ3Ca1GR0rsI8W,0.563,0.745,2,-4.753,1,0.0288,0.24,4.96e-05,0.11,0.28,121.015,225694,4
7065,mitchell tenpenny,drunk me,0,1G4cdOtF36ZCs6i2dZoC87,0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,211768,4
7066,matt stell,prayed for you,0,4j6GMcVcqZf1r0GDqMtYp6,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4
7067,hunter hayes,one shot,0,7ujW5DGryDJwFQpYqrtulh,0.699,0.741,4,-5.729,1,0.0573,0.0491,0.0,0.114,0.932,120.065,150893,4
7068,mariah carey,the distance (feat. ty dolla $ign),0,5TBvzAlyJ3CHlq7wMqpLhW,0.701,0.691,9,-5.937,1,0.0808,0.07,0.0,0.844,0.587,131.843,207587,4
7069,abir,tango,0,24jrwTJSlYOCguuLa4j28A,0.53,0.519,4,-5.998,0,0.224,0.2,0.0,0.112,0.462,144.993,186056,4
7070,ella mai,whatchamacallit (feat. chris brown),0,1YLfaRr3QIW1fF3nvDO0gX,0.656,0.616,5,-4.668,1,0.0392,0.17,0.0,0.219,0.269,98.871,179411,4
7071,phony ppl,the colours.,0,7t2iE3MrpWmsLiXgHC6NwQ,0.595,0.718,11,-4.589,0,0.396,0.711,0.0,0.157,0.599,84.615,334263,4
7072,ishi,have mercy (feat. maleek berry & shenie fogo),0,3xjIsytMlRPnOgBZygSlgH,0.741,0.731,1,-5.759,1,0.0921,0.0656,0.0,0.0957,0.667,100.029,206400,4
7073,malia civetz,just a little crush,0,5DvrajonsSpOSkoNo9wWFY,0.62,0.73,1,-9.659,0,0.0702,0.138,1.55e-05,0.111,0.427,120.035,200501,4
7074,marc e. bassy,love her too (feat. g-eazy),0,1buT1LWUddQg5sSNHdnzwV,0.733,0.742,0,-3.65,1,0.244,0.0263,0.0,0.13,0.899,87.071,179573,4
7075,the cool kids,black mags pt. ii,0,4wr1hNCSGxtUn7VI8iisBx,0.826,0.531,1,-9.018,1,0.387,0.0032,1.35e-05,0.0604,0.318,79.951,195750,4
7076,khalid,motion,0,65DzdjRWH35DNsBZBjW523,0.554,0.61,0,-7.229,1,0.0804,0.0982,0.0812,0.561,0.497,80.948,235880,4
7077,valee,awesome (feat. matt ox),0,6cYouRbOf9Z2c1JzsIzAP3,0.824,0.47,1,-8.767,1,0.425,0.37,0.0,0.115,0.602,69.968,178747,4
7078,jessie reyez,saint nobody,0,3ZFekh9adaBDBxugiWwIJU,0.706,0.38,2,-6.744,1,0.327,0.511,0.0,0.245,0.381,64.859,193907,4
7079,future,jet lag (feat. young scooter),0,2OsDoAzo5SGq10qwmKSQBv,0.81,0.458,4,-7.495,0,0.105,0.266,0.0,0.174,0.493,125.049,271067,4
7080,riot ten,act a fool (feat. bok nero),0,74egPO0ZDXAdyc2kX5vND6,0.654,0.912,11,-3.175,1,0.345,0.112,0.0,0.148,0.226,75.069,176342,4
7082,excision,rumble,0,3XfvTelX1xYLgwgpzfd8qi,0.312,0.892,4,-2.529,1,0.0666,0.000209,0.809,0.101,0.033,112.639,282835,3
7083,riot,wake up (riot vip),0,4sjty8PrUy3ut5xT8CRg2t,0.341,0.995,7,0.052,1,0.626,0.0251,7.01e-05,0.713,0.0801,160.311,292916,4
7084,borgore,mop,0,7LCe5qMTozrYJIizGmR4Vj,0.754,0.82,1,-5.204,0,0.325,0.222,0.0,0.0891,0.336,124.985,172800,4
7085,rickyxsan,started,0,3kG0GouWtUHNJJfEOgSwUn,0.443,0.96,0,-2.413,1,0.225,0.0359,0.0332,0.222,0.237,150.229,220800,3
7086,nitti gritti,in this,0,3q0LKCFZ10aMJ7MGd6Btev,0.488,0.842,10,-2.067,0,0.309,0.00504,0.0886,0.0836,0.481,73.566,238428,4
7087,party favor,scrape (feat. gucci mane),0,0lEuZJ8PePuU8xzyMbLInl,0.63,0.902,2,-3.205,1,0.0664,0.00635,0.0124,0.633,0.452,159.98,255750,4
7088,bassnectar,whiplash (feat. reeps one),0,5pjOIgSw4W9dC2bEa5FmpY,0.739,0.909,1,-2.942,1,0.355,0.00549,4.7e-05,0.0782,0.35,150.158,289286,4
7089,crizzly,frl,0,3G6xzul8QNp94ipcgRmTGA,0.502,0.944,6,-3.984,0,0.115,0.0089,0.0,0.173,0.782,159.764,256500,4
7090,quix,hero (feat. david shane),0,3JleotllRQS4U3mtnU1bcm,0.766,0.839,1,-5.123,1,0.041,0.0049,0.0108,0.114,0.113,124.992,232275,4
7091,flosstradamus,mvp - nghtmre remix,0,2zeMc8pgpR1HRgMVCDUPYq,0.625,0.853,8,-5.709,0,0.119,0.0289,0.0,0.321,0.352,144.023,166667,4
7092,future,mask off - marshmello remix,0,5rK0pyEObO4DBFLy682QvR,0.731,0.725,2,-5.21,1,0.249,0.00432,0.0,0.0556,0.351,149.963,179200,4
7093,yellow claw,fake chanel,0,7fwcAd0OkMVK3q184Psy0y,0.307,0.828,8,-3.37,0,0.0967,0.00314,0.0,0.171,0.2,149.86,182576,4
7094,afk,boss (ft. cody ray),0,4MLS3xVoEtru6VQM8Fp2Z4,0.669,0.975,1,-1.328,1,0.0672,0.00095,0.334,0.1,0.0789,75.018,243200,4
7095,birdy nam nam,"goin' in - skrillex ""goin' down"" remix",0,1CycpfmXG64dXSq7XWPtob,0.768,0.878,2,-6.737,1,0.129,0.0318,0.0,0.175,0.613,140.025,217800,4
7096,nghtmre,grave,0,0qkSTDOUNmyPsMjTJ4jISd,0.468,0.962,2,-3.318,0,0.425,0.0287,0.14,0.361,0.0759,170.085,276000,4
7097,rayray,ninja,0,0cWT4o91YadpT18wXOTYfz,0.658,0.974,6,-2.682,1,0.0541,0.0596,2.99e-05,0.0852,0.685,150.098,173868,4
7098,carnage,wdyw,0,43a2aHL4wOq3XkVF73dUDi,0.718,0.815,5,-3.374,1,0.165,0.21,0.0,0.805,0.48,124.991,234740,4
7099,diplo,welcome to the party (feat. zhavia ward) - valentino khan remix,0,7LZNlFc0NH8RQBHUjYOW3n,0.702,0.788,5,-1.455,0,0.251,0.12,0.0,0.171,0.645,163.903,165173,4
7100,bassnectar,heavyweight sound (feat. rd),0,3BE95i1ufWMoMJwpwDtkTo,0.596,0.871,11,-2.616,1,0.0486,0.0044,0.0581,0.168,0.277,150.018,278571,4
7102,zeds dead,kill em,0,51J6arY5ypmDMBondE3VL8,0.527,0.951,9,-2.146,0,0.439,0.16,0.0,0.167,0.532,149.825,184000,4
7103,blakgold,gimme sumthin (feat. bunji garlin),0,2XL7YU3ruf5RLn7qfTMo44,0.697,0.88,5,-6.498,0,0.304,0.0153,0.0128,0.11,0.67,81.471,171902,4
7104,marshmello,find me,0,6aWiGv6hPG0o3ri7QHNs8t,0.557,0.889,0,-4.045,1,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,4
7105,big ali,bottles up,0,4OB0t7AxhJRw2Gu7ckrazL,0.731,0.95,2,-2.705,1,0.0516,0.00446,3.64e-05,0.362,0.249,135.081,179467,4
7106,higher brothers,made in china,0,1qowUCis8gYY9KOMuy8fCi,0.79,0.779,1,-2.642,1,0.0416,0.00397,0.000155,0.159,0.228,150.115,171733,4
7107,riot ten,dem hands doe,0,4ENi3dfxvCDGqHrmB8s0Ug,0.546,0.993,1,-2.068,1,0.396,0.0061,0.253,0.232,0.445,150.0,230400,4
7108,carnage,i shyne,0,0AcHbiMs86CCgprvc7E1gs,0.776,0.732,8,-3.719,1,0.081,0.175,0.0,0.364,0.383,144.076,153351,4
7109,4b,pop dat,0,5mvXiroNv8swMbCaKOwuuN,0.63,0.851,1,-4.61,1,0.319,0.00441,0.0218,0.0939,0.573,150.054,224052,4
7110,the chainsmokers,kanye - ookay remix,0,13hVbpGg9bJPDafFXvwDla,0.49,0.863,7,-3.716,0,0.0702,0.0305,3.94e-05,0.46,0.335,145.028,214107,4
7111,cheat codes,boing boing (feat. the seige),0,5blgGSISAzYnuX6ONoSQD6,0.803,0.914,0,-3.297,1,0.199,0.019,1.72e-06,0.463,0.695,130.067,217846,4
7112,kuuro,knockin',0,1iCgDXMbpmvUDQ133coHZC,0.554,0.909,9,-3.041,1,0.244,0.0341,0.00235,0.189,0.917,79.616,210000,4
7113,phaseone,double up ft. young buck,0,5OjDgjZxhYzFEHF4DhBJTk,0.636,0.904,2,-2.411,1,0.335,0.00559,0.0,0.155,0.466,150.023,217600,4
7114,wuki,chop it (blvk sheep remix),0,0BlzjOI1gTR9YGMCMRSKkG,0.709,0.96,11,-3.891,1,0.195,0.00287,0.524,0.272,0.882,160.065,156005,4
7115,tiësto,boom - snavs remix,0,6Jj9qYLbHdwzMFqQEDc8dD,0.376,0.96,2,-4.745,1,0.127,0.0192,0.336,0.218,0.406,149.919,164800,4
7116,party favor,bap u,0,4Ijr3J0lnLCGZvpXBiqCjU,0.668,0.953,8,-1.784,0,0.0386,0.0193,0.000118,0.0834,0.254,100.001,168207,4
7117,apashe,dies irae feat. black prez,0,5nafRIDshs3RwVO0sxxgac,0.595,0.827,5,-1.959,0,0.134,0.054,2.44e-05,0.123,0.392,145.114,309517,4
7118,fabian mazur,when i drop this,0,2h3ZhGioLmCHWgXDQhZX0L,0.642,0.939,7,-4.618,0,0.443,0.0367,0.000184,0.253,0.565,159.893,180000,4
7119,yogi,burial - skrillex & trollphace remix,0,43iMSSpAQ9fYvKdvjf3ca2,0.738,0.988,9,-1.319,0,0.327,0.0746,1.31e-05,0.46,0.402,150.015,208000,4
7120,gammer,the drop,0,2sEeRKHVONJGERCwKCW2ix,0.565,0.988,9,-1.448,1,0.145,0.00664,0.0508,0.0935,0.0316,150.05,232158,4
7121,carnage,block you (feat. deko),0,0G8B6BhNQdcDSQFWSJh3X3,0.836,0.491,2,-8.189,0,0.381,0.281,0.0,0.415,0.273,131.992,178187,4
7122,red hood squad,blast off,0,6wIvFp0zpLlFC1FO91bimW,0.565,0.99,7,-3.096,1,0.301,0.00417,1.07e-06,0.0758,0.501,149.872,180079,4
7123,carnage,bricks,0,6VJD8tzKgfQjxy8SwneeOX,0.783,0.764,8,-5.146,1,0.289,0.268,1.13e-06,0.114,0.419,145.884,264000,4
7124,slushii,level up,0,5ybpQLCWoQgUiqABabjRAB,0.733,0.785,3,-2.446,0,0.25,0.00393,0.317,0.0611,0.539,150.037,202554,4
7125,dyro,talkin' bout,0,4MVNvJkaruAigFJEIwyNVW,0.601,0.973,8,-2.709,1,0.389,0.000947,0.00196,0.906,0.137,150.07,123233,4
7126,bassnectar,speakerbox (feat. ohana bam & lafa taylor) - f8 remix,0,6oa0iUWXuBhCJ419Tm0RKV,0.576,0.88,8,-2.01,0,0.126,0.0208,8.99e-05,0.334,0.514,87.969,188907,4
7127,the game,el chapo,0,2tbvAGoLMQgjvfgW7naBiE,0.753,0.905,6,-3.311,0,0.239,0.127,0.0,0.269,0.585,127.069,219413,4
7128,destructo,fucking shit up,0,0xaI3wDmaQnjelXg7Gfd6v,0.626,0.704,1,-5.718,1,0.313,0.0132,9.17e-06,0.0719,0.194,140.005,168986,4
7129,tee grizzley,2 vaults (feat. lil yachty),0,5Zx9VpLotu9aFYqq61NAip,0.921,0.586,8,-7.77,1,0.406,0.264,0.0,0.119,0.657,96.042,210000,4
7130,asco,so litt - original,0,2SE3A1KxpzYU0bkhNdokHY,0.548,0.704,9,-5.967,1,0.393,0.0512,0.0,0.102,0.338,78.511,218427,1
7131,tee grizzley,first day out,0,3muBQDekYAg7jm6hDu6R0Z,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,254694,4
7132,flux pavilion,i still can't stop,0,2ClWt2RN5FdNthxgR2VRDF,0.661,0.855,0,-6.263,0,0.0419,0.000847,0.0186,0.206,0.124,140.02,256148,4
7133,uz,leave it,0,1VBZP9N1jmYxjqKcq7fSqV,0.793,0.761,0,-4.959,1,0.0445,0.0138,0.00368,0.107,0.275,145.008,244966,4
7134,carnage,i like tuh,0,0oGKiPNDmAsgAWdF4mAR4g,0.617,0.545,1,-5.288,0,0.0667,0.334,0.0,0.281,0.563,174.928,189000,4
7135,matt ox,zero degrees,0,3DOXk5K0B0AZYpdhtTzLMp,0.609,0.658,1,-5.859,1,0.337,0.0443,0.0,0.464,0.438,79.991,119955,4
7136,6lack,seasons (feat. khalid),0,1AROE0XcC4ySCxXF65mutZ,0.6,0.319,0,-10.272,1,0.294,0.692,0.00958,0.137,0.507,141.96,250001,4
7137,sheck wes,gmail,0,1oU2vrVzQxqoZJZSw80Ven,0.763,0.708,8,-6.297,1,0.134,0.07,0.0106,0.13,0.732,160.035,216947,4
7138,j. cole,album of the year - freestyle,0,6rDaCGqcQB1urhpCrrD599,0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.476,0.929,94.211,138872,4
7140,denzel curry,clout cobain | clout co13a1n,0,2LNMhZ3YijTO7USmqjgJfG,0.794,0.448,10,-4.771,0,0.0539,0.591,0.0,0.109,0.588,120.055,231333,4
7141,fabolous,ooh yea (feat. ty dolla $ign),0,5hNAgr4yRjR5loFVRcwYgu,0.77,0.607,10,-6.102,0,0.372,0.659,0.0,0.159,0.747,150.006,208027,4
7142,nf,why,0,7rjGZWlqqeEMDrAabwZQhr,0.737,0.77,10,-7.753,0,0.51,0.368,0.0,0.306,0.431,158.351,188990,4
7143,ella mai,sauce,0,5VqKdNoamMXrmRmqVmi9ke,0.642,0.614,4,-5.335,0,0.394,0.211,0.0,0.123,0.43,99.572,184959,4
7144,rich the kid,leave me,0,3yAVrwXhueRFZMUjxkh2ia,0.869,0.56,10,-7.59,1,0.137,0.0323,0.0,0.219,0.392,147.9,182487,4
7145,tory lanez,keep in touch (feat. bryson tiller),0,0VM5acl9Q1cPTZH9BvKI2U,0.539,0.886,11,-4.332,0,0.493,0.305,0.0,0.0955,0.562,109.016,199627,5
7146,$uicideboy$,meet mr. niceguy,0,6VFKlX5qzxwmIiezqeqNYG,0.736,0.495,6,-8.642,1,0.0443,0.0087,0.299,0.208,0.678,120.993,146477,4
7147,xander850,light up (feat. rich the kid),0,61yT7glqrqHJ3lwnznZbfI,0.726,0.681,0,-5.743,1,0.0766,0.0348,4.87e-05,0.088,0.311,144.034,196880,4
7148,lil durk,spin the block (feat. future),0,6lCa8pjIU9n3nVI0r62EdM,0.833,0.549,5,-7.215,0,0.22,0.002,2.37e-06,0.133,0.328,175.954,262328,4
7149,machine gun kelly,rap devil,0,63TyoT9Ee03rQxv8xmdJ2l,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,286117,4
7150,duckwrth,fall back,0,2Me2ESWTP4NxojMfFu3WVS,0.832,0.697,1,-7.789,1,0.189,0.08,0.0,0.139,0.386,127.989,165547,4
7151,the sugarhill gang,rapper's delight,0,0FWhGmPVxLI6jOVF0wjALa,0.9,0.845,11,-7.306,0,0.257,0.465,0.0,0.0724,0.914,111.187,427360,4
7152,run–d.m.c.,it's tricky,0,6jBCehpNMkwFVF3dz4nLIW,0.956,0.72,11,-13.476,0,0.137,0.000844,0.0,0.0597,0.961,127.872,183427,4
7153,grandmaster flash & the furious five,the message,0,5DuTNKFEjJIySAyJH1yNDU,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,431800,4
7154,n.w.a.,express yourself - remix,0,6NLLIPKjqFRnbCorRNTEHe,0.852,0.803,6,-6.929,0,0.264,0.00204,0.0,0.121,0.752,96.2,261400,4
7155,young mc,bust a move,0,3IeCYkdKI55mNMl2o4vX0k,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,263914,4
7156,eazy-e,boyz-n-the-hood,0,5RGXoZt1qxmAErdhbyKJKq,0.785,0.479,3,-10.247,1,0.362,0.0417,3.5e-05,0.334,0.727,87.691,339893,4
7157,slick rick,children's story,0,15HgR9Ht4obJOcMG4wregp,0.904,0.577,1,-7.293,1,0.132,0.125,0.0,0.115,0.7,102.691,242040,4
7158,eric b. & rakim,paid in full,0,20s3FayrStM8GY0m4dRFsw,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667,4
7159,n.w.a.,straight outta compton,0,6KIKRz9eSTXdNsGUnomdtW,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,258688,4
7161,dj jazzy jeff & the fresh prince,girls ain't nothing but trouble - 1988 extended remix,0,1b7tJQyJvzAcbDI8I3A2Bf,0.709,0.607,7,-13.123,1,0.274,0.00368,0.0,0.0669,0.726,195.252,289493,4
7162,kurtis blow,the breaks,0,19tYXOfQFZ7gdGA3LAH76I,0.818,0.67,11,-13.912,0,0.0757,0.122,0.00156,0.31,0.917,112.704,469267,4
7163,herbie hancock,rockit,0,2nWHzbBWBOePUvAImQv2So,0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,325133,4
7164,newcleus,jam on it,0,1lB2kyB5h9ceZ388GBfC9L,0.804,0.782,6,-6.224,0,0.0606,0.00302,0.0872,0.662,0.346,116.806,383600,4
7165,eric b. & rakim,paid in full - seven minutes of madness - the coldcut remix,0,5XQPpKiBjXUI4bIenLBxci,0.812,0.698,4,-8.887,0,0.126,0.00198,0.0869,0.33,0.291,98.211,429560,4
7166,2 live crew,me so horny,0,3EgvmOhP3NQUHY7d6PDOUg,0.941,0.727,0,-11.592,1,0.228,0.00472,0.000811,0.177,0.623,128.746,276467,4
7167,beastie boys,brass monkey,0,2tY1gxCKslfXLFpFofYmJQ,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,157440,4
7168,run–d.m.c.,peter piper,0,5gsY63Dq5ht0LEvydhj9lA,0.862,0.424,7,-13.717,1,0.308,0.00789,0.000261,0.166,0.564,105.498,203333,4
7170,ll cool j,rock the bells,0,4F4neui0edP1ozygvFiCi7,0.896,0.517,6,-12.813,0,0.143,0.00596,0.364,0.124,0.285,98.472,240493,4
7172,public enemy,rebel without a pause,0,1zONdCQrEJ4t3mlzKQADEN,0.755,0.692,7,-13.906,1,0.346,0.0127,0.0,0.69,0.651,99.771,302800,4
7173,epmd,you gots to chill,0,0f1yzIIGD8k32DNVeEn6jb,0.882,0.814,8,-5.214,0,0.424,0.089,0.0,0.16,0.854,99.689,261840,4
